TOP.6655a7f9.000cc266	START
TOP.665682f4.00080fc5	user_options->multiply_accel_disable	0
TOP.665682f4.00080fc5	user_options->backend_info	0
TOP.665682f4.00080fc5	user_options->backend_vector_width	0
TOP.665682f4.00080fc5	user_options->optimized_kernel_enable	0
TOP.665682f4.00080fc5	user_options->outfile_autohex	1
TOP.665682f4.00080fc5	user_options->outfile_check_timer	5
TOP.665682f4.00080fc5	user_options->outfile_format	3
TOP.665682f4.00080fc5	user_options->wordlist_autohex_disable	0
TOP.665682f4.00080fc5	user_options->potfile_disable	0
TOP.665682f4.00080fc5	user_options->progress_only	0
TOP.665682f4.00080fc5	user_options->quiet	0
TOP.665682f4.00080fc5	user_options->remove	0
TOP.665682f4.00080fc5	user_options->remove_timer	60
TOP.665682f4.00080fc5	user_options->restore	0
TOP.665682f4.00080fc5	user_options->restore_disable	0
TOP.665682f4.00080fc5	user_options->restore_timer	1
TOP.665682f4.00080fc5	user_options->rp_files_cnt	1
TOP.665682f4.00080fc5	user_options->rp_gen	0
TOP.665682f4.00080fc5	user_options->rp_gen_func_max	4
TOP.665682f4.00080fc5	user_options->rp_gen_func_min	1
TOP.665682f4.00080fc5	user_options->rp_gen_seed	0
TOP.665682f4.00080fc5	user_options->runtime	0
TOP.665682f4.00080fc5	user_options->scrypt_tmto	0
TOP.665682f4.00080fc5	user_options->segment_size	33554432
TOP.665682f4.00080fc5	user_options->self_test_disable	0
TOP.665682f4.00080fc5	user_options->slow_candidates	0
TOP.665682f4.00080fc5	user_options->show	0
TOP.665682f4.00080fc5	user_options->speed_only	0
TOP.665682f4.00080fc5	user_options->spin_damp	0
TOP.665682f4.00080fc5	user_options->status	0
TOP.665682f4.00080fc5	user_options->status_json	0
TOP.665682f4.00080fc5	user_options->status_timer	10
TOP.665682f4.00080fc5	user_options->stdout_flag	0
TOP.665682f4.00080fc5	user_options->usage	0
TOP.665682f4.00080fc5	user_options->username	0
TOP.665682f4.00080fc5	user_options->veracrypt_pim_start	485
TOP.665682f4.00080fc5	user_options->veracrypt_pim_stop	485
TOP.665682f4.00080fc5	user_options->version	0
TOP.665682f4.00080fc5	user_options->workload_profile	2
TOP.665682f4.00080fc5	user_options->brain_client	0
TOP.665682f4.00080fc5	user_options->brain_client_features	2
TOP.665682f4.00080fc5	user_options->brain_server	0
TOP.665682f4.00080fc5	user_options->brain_server_timer	300
TOP.665682f4.00080fc5	user_options->brain_port	6863
TOP.665682f4.00080fc5	user_options->brain_session	0
TOP.665682f4.00080fc5	hashes->hashfile	./test.hash
TOP.665682f4.00080fc5	hashes->hashlist_mode	5
TOP.665682f4.00080fc5	hashes->hashlist_format	0
TOP.665682f4.00080fc5	hashes->hashes_cnt	0
TOP.665682f4.00080fc5	hashes->digests_cnt	1
TOP.665682f4.00080fc5	hashes->digests_done_pot	0
TOP.665682f4.00080fc5	hashes->digests_done_zero	0
TOP.665682f4.00080fc5	hashes->digests_done	0
TOP.665682f4.00080fc5	hashes->salts_cnt	1
TOP.665682f4.00080fc5	hashes->salts_done	0
TOP.665682f4.00080fc5	SUB.665682f8.000b3470	START
TOP.665682f4.00080fc5	SUB.665682f8.000b3470	straight_ctx->dict	test.dict
TOP.665682f4.00080fc5	SUB.665682f8.000b3470	rulefile	rules/rockyou-30000.rule
TOP.665682f4.00080fc5	SUB.665682f8.000b3470	runtime_start	1716945657
TOP.665682f4.00080fc5	SUB.665682f8.000b3470	runtime_stop	1716947401
TOP.665682f4.00080fc5	SUB.665682f8.000b3470	hashes->digests_done_new	0
TOP.665682f4.00080fc5	SUB.665682f8.000b3470	status-after-work	8
TOP.665682f4.00080fc5	SUB.665682f8.000b3470	STOP
TOP.665682f4.00080fc5	proc_start	1716945652
TOP.665682f4.00080fc5	proc_stop	1716947403
TOP.665682f4.00080fc5	STOP
TOP.66568aaf.0004c8cd	START
TOP.66568aaf.0004c8cd	folder_config->cwd	E:\modules
TOP.66568aaf.0004c8cd	folder_config->install_dir	.
TOP.66568aaf.0004c8cd	folder_config->profile_dir	.
TOP.66568aaf.0004c8cd	folder_config->session_dir	.
TOP.66568aaf.0004c8cd	folder_config->shared_dir	.
TOP.66568aaf.0004c8cd	user_options->encoding_from	utf-8
TOP.66568aaf.0004c8cd	user_options->encoding_to	utf-8
TOP.66568aaf.0004c8cd	user_options->rp_files[0]	rules/best64.rule
TOP.66568aaf.0004c8cd	user_options->rule_buf_l	:
TOP.66568aaf.0004c8cd	user_options->rule_buf_r	:
TOP.66568aaf.0004c8cd	user_options->session	hashcat
TOP.66568aaf.0004c8cd	user_options->separator	:
TOP.66568aaf.0004c8cd	user_options->limit	0
TOP.66568aaf.0004c8cd	user_options->skip	0
TOP.66568aaf.0004c8cd	user_options->attack_mode	0
TOP.66568aaf.0004c8cd	user_options->benchmark	0
TOP.66568aaf.0004c8cd	user_options->benchmark_all	0
TOP.66568aaf.0004c8cd	user_options->bitmap_max	18
TOP.66568aaf.0004c8cd	user_options->bitmap_min	16
TOP.66568aaf.0004c8cd	user_options->debug_mode	0
TOP.66568aaf.0004c8cd	user_options->hash_info	0
TOP.66568aaf.0004c8cd	user_options->force	0
TOP.66568aaf.0004c8cd	user_options->hwmon_disable	0
TOP.66568aaf.0004c8cd	user_options->hwmon_temp_abort	90
TOP.66568aaf.0004c8cd	user_options->hash_mode	26600
TOP.66568aaf.0004c8cd	user_options->hex_charset	0
TOP.66568aaf.0004c8cd	user_options->hex_salt	0
TOP.66568aaf.0004c8cd	user_options->hex_wordlist	0
TOP.66568aaf.0004c8cd	user_options->hook_threads	16
TOP.66568aaf.0004c8cd	user_options->identify	0
TOP.66568aaf.0004c8cd	user_options->increment	0
TOP.66568aaf.0004c8cd	user_options->increment_max	256
TOP.66568aaf.0004c8cd	user_options->increment_min	1
TOP.66568aaf.0004c8cd	user_options->keep_guessing	1
TOP.66568aaf.0004c8cd	user_options->kernel_accel	0
TOP.66568aaf.0004c8cd	user_options->kernel_loops	0
TOP.66568aaf.0004c8cd	user_options->kernel_threads	0
TOP.66568aaf.0004c8cd	user_options->keyspace	0
TOP.66568aaf.0004c8cd	user_options->left	0
TOP.66568aaf.0004c8cd	user_options->logfile_disable	0
TOP.66568aaf.0004c8cd	user_options->loopback	0
TOP.66568aaf.0004c8cd	user_options->machine_readable	0
TOP.66568aaf.0004c8cd	user_options->markov_classic	0
TOP.66568aaf.0004c8cd	user_options->markov_disable	0
TOP.66568aaf.0004c8cd	user_options->markov_inverse	0
TOP.66568aaf.0004c8cd	user_options->markov_threshold	256
TOP.66568aaf.0004c8cd	user_options->multiply_accel_disable	0
TOP.66568aaf.0004c8cd	user_options->backend_info	0
TOP.66568aaf.0004c8cd	user_options->backend_vector_width	0
TOP.66568aaf.0004c8cd	user_options->optimized_kernel_enable	0
TOP.66568aaf.0004c8cd	user_options->outfile_autohex	1
TOP.66568aaf.0004c8cd	user_options->outfile_check_timer	5
TOP.66568aaf.0004c8cd	user_options->outfile_format	3
TOP.66568aaf.0004c8cd	user_options->wordlist_autohex_disable	0
TOP.66568aaf.0004c8cd	user_options->potfile_disable	0
TOP.66568aaf.0004c8cd	user_options->progress_only	0
TOP.66568aaf.0004c8cd	user_options->quiet	0
TOP.66568aaf.0004c8cd	user_options->remove	0
TOP.66568aaf.0004c8cd	user_options->remove_timer	60
TOP.66568aaf.0004c8cd	user_options->restore	0
TOP.66568aaf.0004c8cd	user_options->restore_disable	0
TOP.66568aaf.0004c8cd	user_options->restore_timer	1
TOP.66568aaf.0004c8cd	user_options->rp_files_cnt	1
TOP.66568aaf.0004c8cd	user_options->rp_gen	0
TOP.66568aaf.0004c8cd	user_options->rp_gen_func_max	4
TOP.66568aaf.0004c8cd	user_options->rp_gen_func_min	1
TOP.66568aaf.0004c8cd	user_options->rp_gen_seed	0
TOP.66568aaf.0004c8cd	user_options->runtime	0
TOP.66568aaf.0004c8cd	user_options->scrypt_tmto	0
TOP.66568aaf.0004c8cd	user_options->segment_size	33554432
TOP.66568aaf.0004c8cd	user_options->self_test_disable	0
TOP.66568aaf.0004c8cd	user_options->slow_candidates	0
TOP.66568aaf.0004c8cd	user_options->show	0
TOP.66568aaf.0004c8cd	user_options->speed_only	0
TOP.66568aaf.0004c8cd	user_options->spin_damp	0
TOP.66568aaf.0004c8cd	user_options->status	0
TOP.66568aaf.0004c8cd	user_options->status_json	0
TOP.66568aaf.0004c8cd	user_options->status_timer	10
TOP.66568aaf.0004c8cd	user_options->stdout_flag	0
TOP.66568aaf.0004c8cd	user_options->usage	0
TOP.66568aaf.0004c8cd	user_options->username	0
TOP.66568aaf.0004c8cd	user_options->veracrypt_pim_start	485
TOP.66568aaf.0004c8cd	user_options->veracrypt_pim_stop	485
TOP.66568aaf.0004c8cd	user_options->version	0
TOP.66568aaf.0004c8cd	user_options->workload_profile	2
TOP.66568aaf.0004c8cd	user_options->brain_client	0
TOP.66568aaf.0004c8cd	user_options->brain_client_features	2
TOP.66568aaf.0004c8cd	user_options->brain_server	0
TOP.66568aaf.0004c8cd	user_options->brain_server_timer	300
TOP.66568aaf.0004c8cd	user_options->brain_port	6863
TOP.66568aaf.0004c8cd	user_options->brain_session	0
TOP.66568aaf.0004c8cd	hashes->hashfile	./test.hash
TOP.66568aaf.0004c8cd	hashes->hashlist_mode	5
TOP.66568aaf.0004c8cd	hashes->hashlist_format	0
TOP.66568aaf.0004c8cd	hashes->hashes_cnt	0
TOP.66568aaf.0004c8cd	hashes->digests_cnt	1
TOP.66568aaf.0004c8cd	hashes->digests_done_pot	0
TOP.66568aaf.0004c8cd	hashes->digests_done_zero	0
TOP.66568aaf.0004c8cd	hashes->digests_done	0
TOP.66568aaf.0004c8cd	hashes->salts_cnt	1
TOP.66568aaf.0004c8cd	hashes->salts_done	0
TOP.66568aaf.0004c8cd	SUB.66568ab3.0009645d	START
TOP.66568aaf.0004c8cd	SUB.66568ab3.0009645d	straight_ctx->dict	test.dict
TOP.66568aaf.0004c8cd	SUB.66568ab3.0009645d	rulefile	rules/best64.rule
TOP.66568aaf.0004c8cd	SUB.66568ab3.0009645d	runtime_start	1716947636
TOP.66568aaf.0004c8cd	SUB.66568ab3.0009645d	runtime_stop	1716947659
TOP.66568aaf.0004c8cd	SUB.66568ab3.0009645d	hashes->digests_done_new	0
TOP.66568aaf.0004c8cd	SUB.66568ab3.0009645d	status-after-work	5
TOP.66568aaf.0004c8cd	SUB.66568ab3.0009645d	STOP
TOP.66568aaf.0004c8cd	proc_start	1716947631
TOP.66568aaf.0004c8cd	proc_stop	1716947660
TOP.66568aaf.0004c8cd	STOP
TOP.66568afd.000b2e3d	START
TOP.66568afd.000b2e3d	folder_config->cwd	E:\modules
TOP.66568afd.000b2e3d	folder_config->install_dir	.
TOP.66568afd.000b2e3d	folder_config->profile_dir	.
TOP.66568afd.000b2e3d	folder_config->session_dir	.
TOP.66568afd.000b2e3d	folder_config->shared_dir	.
TOP.66568afd.000b2e3d	user_options->encoding_from	utf-8
TOP.66568afd.000b2e3d	user_options->encoding_to	utf-8
TOP.66568afd.000b2e3d	user_options->rp_files[0]	rules/best64.rule
TOP.66568afd.000b2e3d	user_options->rule_buf_l	:
TOP.66568afd.000b2e3d	user_options->rule_buf_r	:
TOP.66568afd.000b2e3d	user_options->session	hashcat
TOP.66568afd.000b2e3d	user_options->separator	:
TOP.66568afd.000b2e3d	user_options->limit	0
TOP.66568afd.000b2e3d	user_options->skip	0
TOP.66568afd.000b2e3d	user_options->attack_mode	0
TOP.66568afd.000b2e3d	user_options->benchmark	0
TOP.66568afd.000b2e3d	user_options->benchmark_all	0
TOP.66568afd.000b2e3d	user_options->bitmap_max	18
TOP.66568afd.000b2e3d	user_options->bitmap_min	16
TOP.66568afd.000b2e3d	user_options->debug_mode	0
TOP.66568afd.000b2e3d	user_options->hash_info	0
TOP.66568afd.000b2e3d	user_options->force	0
TOP.66568afd.000b2e3d	user_options->hwmon_disable	0
TOP.66568afd.000b2e3d	user_options->hwmon_temp_abort	90
TOP.66568afd.000b2e3d	user_options->hash_mode	26600
TOP.66568afd.000b2e3d	user_options->hex_charset	0
TOP.66568afd.000b2e3d	user_options->hex_salt	0
TOP.66568afd.000b2e3d	user_options->hex_wordlist	0
TOP.66568afd.000b2e3d	user_options->hook_threads	16
TOP.66568afd.000b2e3d	user_options->identify	0
TOP.66568afd.000b2e3d	user_options->increment	0
TOP.66568afd.000b2e3d	user_options->increment_max	256
TOP.66568afd.000b2e3d	user_options->increment_min	1
TOP.66568afd.000b2e3d	user_options->keep_guessing	1
TOP.66568afd.000b2e3d	user_options->kernel_accel	0
TOP.66568afd.000b2e3d	user_options->kernel_loops	0
TOP.66568afd.000b2e3d	user_options->kernel_threads	0
TOP.66568afd.000b2e3d	user_options->keyspace	0
TOP.66568afd.000b2e3d	user_options->left	0
TOP.66568afd.000b2e3d	user_options->logfile_disable	0
TOP.66568afd.000b2e3d	user_options->loopback	0
TOP.66568afd.000b2e3d	user_options->machine_readable	0
TOP.66568afd.000b2e3d	user_options->markov_classic	0
TOP.66568afd.000b2e3d	user_options->markov_disable	0
TOP.66568afd.000b2e3d	user_options->markov_inverse	0
TOP.66568afd.000b2e3d	user_options->markov_threshold	256
TOP.66568afd.000b2e3d	user_options->multiply_accel_disable	0
TOP.66568afd.000b2e3d	user_options->backend_info	0
TOP.66568afd.000b2e3d	user_options->backend_vector_width	0
TOP.66568afd.000b2e3d	user_options->optimized_kernel_enable	0
TOP.66568afd.000b2e3d	user_options->outfile_autohex	1
TOP.66568afd.000b2e3d	user_options->outfile_check_timer	5
TOP.66568afd.000b2e3d	user_options->outfile_format	3
TOP.66568afd.000b2e3d	user_options->wordlist_autohex_disable	0
TOP.66568afd.000b2e3d	user_options->potfile_disable	0
TOP.66568afd.000b2e3d	user_options->progress_only	0
TOP.66568afd.000b2e3d	user_options->quiet	0
TOP.66568afd.000b2e3d	user_options->remove	0
TOP.66568afd.000b2e3d	user_options->remove_timer	60
TOP.66568afd.000b2e3d	user_options->restore	0
TOP.66568afd.000b2e3d	user_options->restore_disable	0
TOP.66568afd.000b2e3d	user_options->restore_timer	1
TOP.66568afd.000b2e3d	user_options->rp_files_cnt	1
TOP.66568afd.000b2e3d	user_options->rp_gen	0
TOP.66568afd.000b2e3d	user_options->rp_gen_func_max	4
TOP.66568afd.000b2e3d	user_options->rp_gen_func_min	1
TOP.66568afd.000b2e3d	user_options->rp_gen_seed	0
TOP.66568afd.000b2e3d	user_options->runtime	0
TOP.66568afd.000b2e3d	user_options->scrypt_tmto	0
TOP.66568afd.000b2e3d	user_options->segment_size	33554432
TOP.66568afd.000b2e3d	user_options->self_test_disable	0
TOP.66568afd.000b2e3d	user_options->slow_candidates	0
TOP.66568afd.000b2e3d	user_options->show	0
TOP.66568afd.000b2e3d	user_options->speed_only	0
TOP.66568afd.000b2e3d	user_options->spin_damp	0
TOP.66568afd.000b2e3d	user_options->status	0
TOP.66568afd.000b2e3d	user_options->status_json	0
TOP.66568afd.000b2e3d	user_options->status_timer	10
TOP.66568afd.000b2e3d	user_options->stdout_flag	0
TOP.66568afd.000b2e3d	user_options->usage	0
TOP.66568afd.000b2e3d	user_options->username	0
TOP.66568afd.000b2e3d	user_options->veracrypt_pim_start	485
TOP.66568afd.000b2e3d	user_options->veracrypt_pim_stop	485
TOP.66568afd.000b2e3d	user_options->version	0
TOP.66568afd.000b2e3d	user_options->workload_profile	2
TOP.66568afd.000b2e3d	user_options->brain_client	0
TOP.66568afd.000b2e3d	user_options->brain_client_features	2
TOP.66568afd.000b2e3d	user_options->brain_server	0
TOP.66568afd.000b2e3d	user_options->brain_server_timer	300
TOP.66568afd.000b2e3d	user_options->brain_port	6863
TOP.66568afd.000b2e3d	user_options->brain_session	0
TOP.66568afd.000b2e3d	hashes->hashfile	./test.hash
TOP.66568afd.000b2e3d	hashes->hashlist_mode	5
TOP.66568afd.000b2e3d	hashes->hashlist_format	0
TOP.66568afd.000b2e3d	hashes->hashes_cnt	0
TOP.66568afd.000b2e3d	hashes->digests_cnt	1
TOP.66568afd.000b2e3d	hashes->digests_done_pot	0
TOP.66568afd.000b2e3d	hashes->digests_done_zero	0
TOP.66568afd.000b2e3d	hashes->digests_done	0
TOP.66568afd.000b2e3d	hashes->salts_cnt	1
TOP.66568afd.000b2e3d	hashes->salts_done	0
TOP.66568afd.000b2e3d	SUB.66568b00.000b321c	START
TOP.66568afd.000b2e3d	SUB.66568b00.000b321c	straight_ctx->dict	test.dict
TOP.66568afd.000b2e3d	SUB.66568b00.000b321c	rulefile	rules/best64.rule
TOP.66568afd.000b2e3d	SUB.66568b00.000b321c	runtime_start	1716947713
TOP.66568afd.000b2e3d	SUB.66568b00.000b321c	runtime_stop	1716947728
TOP.66568afd.000b2e3d	SUB.66568b00.000b321c	hashes->digests_done_new	0
TOP.66568afd.000b2e3d	SUB.66568b00.000b321c	status-after-work	5
TOP.66568afd.000b2e3d	SUB.66568b00.000b321c	STOP
TOP.66568cbf.00026db2	START
TOP.66568cbf.00026db2	folder_config->cwd	E:\modules
TOP.66568cbf.00026db2	folder_config->install_dir	.
TOP.66568cbf.00026db2	folder_config->profile_dir	.
TOP.66568cbf.00026db2	folder_config->session_dir	.
TOP.66568cbf.00026db2	folder_config->shared_dir	.
TOP.66568cbf.00026db2	user_options->encoding_from	utf-8
TOP.66568cbf.00026db2	user_options->encoding_to	utf-8
TOP.66568cbf.00026db2	user_options->rp_files[0]	rules/best64.rule
TOP.66568cbf.00026db2	user_options->rule_buf_l	:
TOP.66568cbf.00026db2	user_options->rule_buf_r	:
TOP.66568cbf.00026db2	user_options->session	hashcat
TOP.66568cbf.00026db2	user_options->separator	:
TOP.66568cbf.00026db2	user_options->limit	0
TOP.66568cbf.00026db2	user_options->skip	0
TOP.66568cbf.00026db2	user_options->attack_mode	0
TOP.66568cbf.00026db2	user_options->benchmark	0
TOP.66568cbf.00026db2	user_options->benchmark_all	0
TOP.66568cbf.00026db2	user_options->bitmap_max	18
TOP.66568cbf.00026db2	user_options->bitmap_min	16
TOP.66568cbf.00026db2	user_options->debug_mode	0
TOP.66568cbf.00026db2	user_options->hash_info	0
TOP.66568cbf.00026db2	user_options->force	0
TOP.66568cbf.00026db2	user_options->hwmon_disable	0
TOP.66568cbf.00026db2	user_options->hwmon_temp_abort	90
TOP.66568cbf.00026db2	user_options->hash_mode	26600
TOP.66568cbf.00026db2	user_options->hex_charset	0
TOP.66568cbf.00026db2	user_options->hex_salt	0
TOP.66568cbf.00026db2	user_options->hex_wordlist	0
TOP.66568cbf.00026db2	user_options->hook_threads	16
TOP.66568cbf.00026db2	user_options->identify	0
TOP.66568cbf.00026db2	user_options->increment	0
TOP.66568cbf.00026db2	user_options->increment_max	256
TOP.66568cbf.00026db2	user_options->increment_min	1
TOP.66568cbf.00026db2	user_options->keep_guessing	1
TOP.66568cbf.00026db2	user_options->kernel_accel	0
TOP.66568cbf.00026db2	user_options->kernel_loops	0
TOP.66568cbf.00026db2	user_options->kernel_threads	0
TOP.66568cbf.00026db2	user_options->keyspace	0
TOP.66568cbf.00026db2	user_options->left	0
TOP.66568cbf.00026db2	user_options->logfile_disable	0
TOP.66568cbf.00026db2	user_options->loopback	0
TOP.66568cbf.00026db2	user_options->machine_readable	0
TOP.66568cbf.00026db2	user_options->markov_classic	0
TOP.66568cbf.00026db2	user_options->markov_disable	0
TOP.66568cbf.00026db2	user_options->markov_inverse	0
TOP.66568cbf.00026db2	user_options->markov_threshold	256
TOP.66568cbf.00026db2	user_options->multiply_accel_disable	0
TOP.66568cbf.00026db2	user_options->backend_info	0
TOP.66568cbf.00026db2	user_options->backend_vector_width	0
TOP.66568cbf.00026db2	user_options->optimized_kernel_enable	0
TOP.66568cbf.00026db2	user_options->outfile_autohex	1
TOP.66568cbf.00026db2	user_options->outfile_check_timer	5
TOP.66568cbf.00026db2	user_options->outfile_format	3
TOP.66568cbf.00026db2	user_options->wordlist_autohex_disable	0
TOP.66568cbf.00026db2	user_options->potfile_disable	0
TOP.66568cbf.00026db2	user_options->progress_only	0
TOP.66568cbf.00026db2	user_options->quiet	0
TOP.66568cbf.00026db2	user_options->remove	0
TOP.66568cbf.00026db2	user_options->remove_timer	60
TOP.66568cbf.00026db2	user_options->restore	0
TOP.66568cbf.00026db2	user_options->restore_disable	0
TOP.66568cbf.00026db2	user_options->restore_timer	1
TOP.66568cbf.00026db2	user_options->rp_files_cnt	1
TOP.66568cbf.00026db2	user_options->rp_gen	0
TOP.66568cbf.00026db2	user_options->rp_gen_func_max	4
TOP.66568cbf.00026db2	user_options->rp_gen_func_min	1
TOP.66568cbf.00026db2	user_options->rp_gen_seed	0
TOP.66568cbf.00026db2	user_options->runtime	0
TOP.66568cbf.00026db2	user_options->scrypt_tmto	0
TOP.66568cbf.00026db2	user_options->segment_size	33554432
TOP.66568cbf.00026db2	user_options->self_test_disable	0
TOP.66568cbf.00026db2	user_options->slow_candidates	0
TOP.66568cbf.00026db2	user_options->show	0
TOP.66568cbf.00026db2	user_options->speed_only	0
TOP.66568cbf.00026db2	user_options->spin_damp	0
TOP.66568cbf.00026db2	user_options->status	0
TOP.66568cbf.00026db2	user_options->status_json	0
TOP.66568cbf.00026db2	user_options->status_timer	10
TOP.66568cbf.00026db2	user_options->stdout_flag	0
TOP.66568cbf.00026db2	user_options->usage	0
TOP.66568cbf.00026db2	user_options->username	0
TOP.66568cbf.00026db2	user_options->veracrypt_pim_start	485
TOP.66568cbf.00026db2	user_options->veracrypt_pim_stop	485
TOP.66568cbf.00026db2	user_options->version	0
TOP.66568cbf.00026db2	user_options->workload_profile	2
TOP.66568cbf.00026db2	user_options->brain_client	0
TOP.66568cbf.00026db2	user_options->brain_client_features	2
TOP.66568cbf.00026db2	user_options->brain_server	0
TOP.66568cbf.00026db2	user_options->brain_server_timer	300
TOP.66568cbf.00026db2	user_options->brain_port	6863
TOP.66568cbf.00026db2	user_options->brain_session	0
TOP.66568cbf.00026db2	hashes->hashfile	./test.hash
TOP.66568cbf.00026db2	hashes->hashlist_mode	5
TOP.66568cbf.00026db2	hashes->hashlist_format	0
TOP.66568cbf.00026db2	hashes->hashes_cnt	0
TOP.66568cbf.00026db2	hashes->digests_cnt	1
TOP.66568cbf.00026db2	hashes->digests_done_pot	0
TOP.66568cbf.00026db2	hashes->digests_done_zero	0
TOP.66568cbf.00026db2	hashes->digests_done	0
TOP.66568cbf.00026db2	hashes->salts_cnt	1
TOP.66568cbf.00026db2	hashes->salts_done	0
TOP.66568cbf.00026db2	SUB.66568cc2.0004d389	START
TOP.66568cbf.00026db2	SUB.66568cc2.0004d389	straight_ctx->dict	test.dict
TOP.66568cbf.00026db2	SUB.66568cc2.0004d389	rulefile	rules/best64.rule
TOP.66568cbf.00026db2	SUB.66568cc2.0004d389	runtime_start	1716948163
TOP.66568cbf.00026db2	SUB.66568cc2.0004d389	runtime_stop	1716948163
TOP.66568cbf.00026db2	SUB.66568cc2.0004d389	hashes->digests_done_new	0
TOP.66568cbf.00026db2	SUB.66568cc2.0004d389	status-after-work	5
TOP.66568cbf.00026db2	SUB.66568cc2.0004d389	STOP
TOP.66568cbf.00026db2	proc_start	1716948159
TOP.66568cbf.00026db2	proc_stop	1716948165
TOP.66568cbf.00026db2	STOP
TOP.66568cf0.0006140f	START
TOP.66568cf0.0006140f	folder_config->cwd	E:\modules
TOP.66568cf0.0006140f	folder_config->install_dir	.
TOP.66568cf0.0006140f	folder_config->profile_dir	.
TOP.66568cf0.0006140f	folder_config->session_dir	.
TOP.66568cf0.0006140f	folder_config->shared_dir	.
TOP.66568cf0.0006140f	user_options->encoding_from	utf-8
TOP.66568cf0.0006140f	user_options->encoding_to	utf-8
TOP.66568cf0.0006140f	user_options->rp_files[0]	rules/best64.rule
TOP.66568cf0.0006140f	user_options->rule_buf_l	:
TOP.66568cf0.0006140f	user_options->rule_buf_r	:
TOP.66568cf0.0006140f	user_options->session	hashcat
TOP.66568cf0.0006140f	user_options->separator	:
TOP.66568cf0.0006140f	user_options->limit	0
TOP.66568cf0.0006140f	user_options->skip	0
TOP.66568cf0.0006140f	user_options->attack_mode	0
TOP.66568cf0.0006140f	user_options->benchmark	0
TOP.66568cf0.0006140f	user_options->benchmark_all	0
TOP.66568cf0.0006140f	user_options->bitmap_max	18
TOP.66568cf0.0006140f	user_options->bitmap_min	16
TOP.66568cf0.0006140f	user_options->debug_mode	0
TOP.66568cf0.0006140f	user_options->hash_info	0
TOP.66568cf0.0006140f	user_options->force	0
TOP.66568cf0.0006140f	user_options->hwmon_disable	0
TOP.66568cf0.0006140f	user_options->hwmon_temp_abort	90
TOP.66568cf0.0006140f	user_options->hash_mode	26600
TOP.66568cf0.0006140f	user_options->hex_charset	0
TOP.66568cf0.0006140f	user_options->hex_salt	0
TOP.66568cf0.0006140f	user_options->hex_wordlist	0
TOP.66568cf0.0006140f	user_options->hook_threads	16
TOP.66568cf0.0006140f	user_options->identify	0
TOP.66568cf0.0006140f	user_options->increment	0
TOP.66568cf0.0006140f	user_options->increment_max	256
TOP.66568cf0.0006140f	user_options->increment_min	1
TOP.66568cf0.0006140f	user_options->keep_guessing	1
TOP.66568cf0.0006140f	user_options->kernel_accel	0
TOP.66568cf0.0006140f	user_options->kernel_loops	0
TOP.66568cf0.0006140f	user_options->kernel_threads	0
TOP.66568cf0.0006140f	user_options->keyspace	0
TOP.66568cf0.0006140f	user_options->left	0
TOP.66568cf0.0006140f	user_options->logfile_disable	0
TOP.66568cf0.0006140f	user_options->loopback	0
TOP.66568cf0.0006140f	user_options->machine_readable	0
TOP.66568cf0.0006140f	user_options->markov_classic	0
TOP.66568cf0.0006140f	user_options->markov_disable	0
TOP.66568cf0.0006140f	user_options->markov_inverse	0
TOP.66568cf0.0006140f	user_options->markov_threshold	256
TOP.66568cf0.0006140f	user_options->multiply_accel_disable	0
TOP.66568cf0.0006140f	user_options->backend_info	0
TOP.66568cf0.0006140f	user_options->backend_vector_width	0
TOP.66568cf0.0006140f	user_options->optimized_kernel_enable	0
TOP.66568cf0.0006140f	user_options->outfile_autohex	1
TOP.66568cf0.0006140f	user_options->outfile_check_timer	5
TOP.66568cf0.0006140f	user_options->outfile_format	3
TOP.66568cf0.0006140f	user_options->wordlist_autohex_disable	0
TOP.66568cf0.0006140f	user_options->potfile_disable	0
TOP.66568cf0.0006140f	user_options->progress_only	0
TOP.66568cf0.0006140f	user_options->quiet	0
TOP.66568cf0.0006140f	user_options->remove	0
TOP.66568cf0.0006140f	user_options->remove_timer	60
TOP.66568cf0.0006140f	user_options->restore	0
TOP.66568cf0.0006140f	user_options->restore_disable	0
TOP.66568cf0.0006140f	user_options->restore_timer	1
TOP.66568cf0.0006140f	user_options->rp_files_cnt	1
TOP.66568cf0.0006140f	user_options->rp_gen	0
TOP.66568cf0.0006140f	user_options->rp_gen_func_max	4
TOP.66568cf0.0006140f	user_options->rp_gen_func_min	1
TOP.66568cf0.0006140f	user_options->rp_gen_seed	0
TOP.66568cf0.0006140f	user_options->runtime	0
TOP.66568cf0.0006140f	user_options->scrypt_tmto	0
TOP.66568cf0.0006140f	user_options->segment_size	33554432
TOP.66568cf0.0006140f	user_options->self_test_disable	0
TOP.66568cf0.0006140f	user_options->slow_candidates	0
TOP.66568cf0.0006140f	user_options->show	0
TOP.66568cf0.0006140f	user_options->speed_only	0
TOP.66568cf0.0006140f	user_options->spin_damp	0
TOP.66568cf0.0006140f	user_options->status	0
TOP.66568cf0.0006140f	user_options->status_json	0
TOP.66568cf0.0006140f	user_options->status_timer	10
TOP.66568cf0.0006140f	user_options->stdout_flag	0
TOP.66568cf0.0006140f	user_options->usage	0
TOP.66568cf0.0006140f	user_options->username	0
TOP.66568cf0.0006140f	user_options->veracrypt_pim_start	485
